cod_ref	bib_ref	distigme_sampled	bar_sampled	background_sampled	distigme	distigme_loc	bar	bar_tot_length	bar_prot_length	gap	gap_loc	gap_length	trail	trail_length	high_dot	par_break	verse_break	Swan.ECM_avail	var_in_line	var_type	var_ref	notes
1300.C.26	Mk. 14:54	1		0	1	L	0			0			0		0	0	0	1	1	A3	Swanson.240	
1300.C.37	Mk. 14:56		1	0	0		1	4.5	2	0			0		0	0	0	1	1	O10;A1	Swanson.241	
1301.B.10	Mk. 14:68		0	1	0		1	3.5	1.5	0			0		0	0	0	1	1	T2;O1	Swanson.245	
1301.C.37	Mk. 15:12			1	0		0			0			0		0	0	0	1	1	MC	Swanson.251	
1302.A.26	Mk. 15:20			1	0		0			0			0		0	0	0	1	1	O2	NA28.170	
1302.A.3	Mk. 15:15			1	0		0			0			0		0	0	0	1	1	T6;MC	NA28.170	
1302.A.37	Mk. 15:21	1		0	1	L	0			0			0		0	0	0	1	1	O5	Swanson.254	
1302.B.16	Mk. 15:27			1	0		0			0			0		0	0	0	1	1	A2	NA28.171	
1302.C.17	Mk. 15:37		1	0	0		1	5	2	0			0		0	1	0	1	0			
1302.C.5	Mk. 15:34	0		1	1	L	0			0			0		0	0	0	1	1	O1;A3	NA28.172	
1303.B.21	Mk. 16:7			1	0		0			0			0		0	0	0	1	0			
1303.B.22	Mk. 16:7			1	0		0			0			0		0	0	0	1	1	A5;A1/MC	NA28.174	
1304.A.16	Lk. 1:4		1	0	0		1	5	3	0			0		0	1	0	1	0			
1304.B.41	Lk. 1:18			1	0		0			0			0		0	0	0	1	1	R2	Swanson.16	
1305.A.17	Lk. 1:28-29	1	1	0	1	L	1	4.5	2.5	1	B	5.5	0		0	0	1	1	1	A4;A1	NA28.179	evaluated by Payne
1305.B.17	Lk. 1:38			1	0		0			0			0		0	0	0	1	0			
1306.A.16	Lk. 1:58		1	0	0		1	4.5	2.5	0			0		0	M	0	1	0			
1306.A.27	Lk. 1:61			1	0		0			0			0		0	0	0	1	1	O1	Swanson.26	
1306.C.1	Lk. 1:75-76		0	1	0		1	4.5	2.5	1	E	6	0		0	1	1	1	1	MC;A2	NA28.183	
1306.C.21	Lk. 1:80			1	0		0			0			0		0	0	0	1	0			
1307.A.35	Lk. 2:11			1	0		0			0			0		0	0	0	1	1	T2	NA28.184	
1307.B.38	Lk. 2:21			1	0		0			0			0		0	1	0	1	1	R1	NA28.185	
1307.B.4	Lk. 2:14	1		0	1	L	0			0			0		0	0	0	1	1	MC/T	NA28.185	
1307.C.5	Lk. 2:22	1		0	1	R	0			0			0		0	0	0	1	1	MC	NA28.185	
1308.A.11	Lk. 2:33	1		0	1	L	0			0			0		0	0	0	1	1	A2	NA28.186	
1308.A.35	Lk. 2:36-37			1	0		0			0			0		0	0	1	1	1	A1	Swanson.39	
1308.B.18	Lk. 2:41-42		1	1	0		1	4.5	2	1	M	4.5	0		0	M	1	1	0			
1308.C.30	Lk. 3:15			1	0		0			0			0		0	1	0	1	1	O1	Swanson.45	
1309.A.22	Lk. 3:5	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.189	
1309.B.30	Lk. 3:15	1		0	1	L	0			0			0		0	1	0	1	0			
1309.B.38	Lk. 3:16			1	0		0			0			0		0	0	0	1	1	A2;A2/MC/T	NA28.190	
1309.C.13	Lk. 3:18-19		1	0	0		1	5	2	1	E	3.5	0		0	M	1	1	1	MC; MC;MC	Swanson.52	
1310.A.1	Lk. 3:24			1	0		0			0			1	20	0	0	0	1	1	R1;O148	Swanson.55-60	
1310.A.38	Lk. 3:31			1	0		0			0			1	18	0	0	0	1	0			
1310.C.25	Lk. 4:8	1		0	1	L	0			0			0		0	0	0	1	1	T4;A4;A1;T	Swanson.64	
1310.C.26	Lk. 4:8			1	0		0			0			0		0	0	0	1	1	T4	NA28.192	
1310.C.33	Lk. 4:9			1	0		0			0			0		0	0	0	1	1	A1;R1	Swanson.65	
1311.A.17	Lk. 4:15-16		1	0	0		1	5	2.5	1	E	5.5	0		0	1	1	1	1	MC/T	NA28.193	
1311.B.32	Lk. 4:25			1	0		0			0			0		0	0	0	1	1	MC	Swanson.70	
1311.C.22	Lk. 4:32-33			1	0		0			0			0		0	1	1	1	1	R1;T5	Swanson.73	
1312.B.26	Lk. 5:3-4		1	0	0		1	4.5	2.5	1	E	3.5	0		0	1	1	1	1	R	Swanson.78	
1312.B.28	Lk. 5:4			1	0		0			0			0		0	0	0	1	1	A2;MC	Swanson.79	
1312.B.29	Lk. 5:4			1	0		0			0			0		0	0	0	1	1	A1;R1	Swanson.79	
1312.B.7	Lk. 4:43-44		0	1	0		1	5	2.5	1	B	6.5	0		0	M	1	1	1	MC	NA28.196	
1312.C.6	Lk. 5:7	1	0	0	1	L	1	4	2	0			0		0	M	0	1	1	A2	NA28.197	evaluated by Payne
1313.A.15	Lk. 5:17			1	0		0			0			0		0	1	0	1	1	O6	Swanson.83	
1313.A.31	Lk. 5:18			1	0		0			0			0		0	0	0	1	1	O1	NA28.198	
1313.C.16	Lk. 5:30			1	0		0			0			0		0	0	0	1	1	O2	NA28.199	
1313.C.23	Lk. 5:31-32			1	0		0			0			0		0	0	1	1	1	MC	Swanson.88	
1313.C.40	Lk. 5:35			1	0		0			0			0		0	0	0	1	1	O1;R1	Swanson.90	
1314.A.1	Lk. 5:35			1	0		0			0			0		0	0	0	1	0			
1314.B.11	Lk. 6:6			1	0		0			0			0		0	0	0	1	1	R1;T2;O1	Swanson.94	
1314.B.31	Lk. 6:10			1	0		0			0			0		0	0	0	1	1	T2;O1	Swanson.96	
1314.B.36	Lk. 6:10-11	1		0	1	L	0			0			0		0	0	1	1	1	A4	NA28.202	
1314.B.39	Lk. 6:11		1	1	0		1	4	3	0			0		0	1	0	1	1	R	NA28.202	
1314.C.26	Lk. 6:17			1	0		0			0			0		0	0	0	1	0			
1314.C.3	Lk. 6:12			1	0		0						0		0	M	0	1	1	O2	NA28.202	unclear gap
1315.A.29	Lk. 6:25			1	0		0			0			0		0	0	0	1	1	O1	NA28.203	
1315.A.39	Lk. 6:27			1	0		0			0			0		0	0	0	1	0			
1315.B.17	Lk. 6:32	1		1	1	L	0			0			0		0	0	0	1	0			
1315.B.41	Lk. 6:35-36		1	0	0		1	5	2	0			0		0	1	1	1	1	T	Swanson.107	
1316.B.7	Lk.6:49-7:1		0	1	0		1	4.5	3	1	M	5	0		0	1	1	1	1	R1/A1;A4	NA28.206	
1316.C.16	Lk. 7:9			1	0		0			0			0		0	0	0	1	1	A1;R1/T7	NA28.207	
1316.C.27	Lk. 7:11	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.207	
1317.A.24	Lk. 7:19-20		1	0	0		1	4.5	2	0			1	3.5	0	0	1	1	1	R	NA28.208	
1317.B.26	Lk. 7:26			1	0		0			0			0		0	0	0	1	0			
1317.B.28	Lk. 7:27			1	0		0			0			0		0	1	0	1	1	A1	Swanson.126	
1318.B.29	Lk. 8:1			1	0		0			0			0		0	0	0	1	0			
1319.A.15	Lk. 8:13			1	0		0			0			0		0	0	0	1	0			
1319.A.27	Lk. 8:15	1		0	1	L	0			0			0		0	0	0	1	1	O2	NA28.212	
1319.A.37	Lk. 8:17			1	0		0			0			0		0	0	0	1	1	R1;R2	Swanson.140	
1319.B.4	Lk. 8:18-19		1	0	0		1	4	3	1	E	6.5	0		0	1	1	1	1	MC	NA28.213	
1319.C.13	Lk. 8:27			1	0		0			0			0		0	0	0	1	1	A1/MC	NA28.214	
1319.C.7	Lk. 8:26	1		0	1	R	0			0			0		0	0	0	1	1	R1	NA28.214	
1320.A.21	Lk. 8:35			1	0		0			0			0		0	0	0	1	1	O5/A1	Swanson.148	
1320.B.14	Lk. 8:41			1	0		0			0			0		0	0	0	1	0			
1320.B.16	Lk. 8:41			1	0		0			0			0		0	0	0	1	1	A1	NA28.216	
1320.C.12	Lk. 8:48-49		0	1	0		1	4	1.5	1	M	2.5	0		0	M	1	1	1	R1/MC	Swanson.153	
1320.C.35	Lk. 8:54	1		0	1	L	0			0			0		0	0	0	1	1	A4	NA28.217	
1321.A.4	Lk. 8:56-9:1		1	0	0		1	5	4	1	E	6.5	0		0	1	1	1	0			
1321.B.27	Lk. 9:12			1	0		0			0			0		0	0	0	1	1	O3	NA28.219	
1321.B.29	Lk. 9:12			1	0		0			0			0		0	0	0	1	1	O1	Swanson.161	
1321.B.41	Lk. 9:14		0	1	0		1	4	0.5	1	M	6	0		0	0	0	1	0			
1321.C.40	Lk. 9:22			1	0		0			0			0		0	0	0	1	1	O2	Swanson.165	
1322.A.18	Lk. 9:25			1	0		0			0			0		0	0	0	1	1	MC	NA28.220	
1322.A.9	Lk. 9:23	1		0	1	L	0			0			0		0	0	0	1	1	O5;O2	NA28.220	
1322.B.15	Lk. 9:32			1			0			0			0		0	0	0	1	1	O1;R1/T2	Swanson.169	unclear distigme
1322.B.29	Lk. 9:34			1	0		0			0			0		0	0	0	1	1	R2	Swanson.170	
1322.B.3	Lk. 9:29			1	0		0			0			0		0	0	0	1	1	O1;A2	Swanson.168	
1322.C.23	Lk. 9:40-41		1	0	0		1	3.5	2	0			0		0	0	1	1	1	MC	NA28.222	
1322.C.26	Lk. 9:41			1	0		0			0			0		0	0	0	1	0			
1323.A.4	Lk. 9:44	1		0	1	L	0			0			0		0	0	0	1	1	MC;R1	Swanson.175	
1323.B.15	Lk. 9:53	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.223	
1323.B.34	Lk. 9:58			1	0		0			0			0		0	0	0	1	0			
1323.C.17	Lk. 10:1			1	0		0			0			0		0	0	0	1	1	O1;A1	NA28.224	
1323.C.18	Lk. 10:1	1		0	1	R	0			0			0		0	0	0	1	1	O1	NA28.224	
1324.A.34	Lk. 10:12-13		1	0	0		1	4	2	1	E	3	0		0	1	1	1	0			
1324.A.36	Lk. 10:13			1	0		0			0			0		0	0	0	1	1	R2	NA28.225	
1324.B.35	Lk. 10:21	1		0	1	L	0			0			0		0	0	0	1	1	O2	NA28.226	
1324.B.8	Lk. 10:16			1	0		0			0			0		0	0	0	1	1	T2	Swanson.188	
1324.C.1	Lk. 10:21			1	0		0			0			0		0	0	0	1	1	T2	NA28.227	
1324.C.22	Lk. 10:25			1			0			0			0		0	0	0	1	1	R1/A2;T4/R1;R1	Swanson.193	unclear distigme
1325.B.41	Lk. 11:2	1		0	1	L	0			0			0		0	1	0	1	1	O5	NA28.230	
1326.A.12	Lk. 11:13		1	0	0		1	4.5	2	0			1	9	0	1	0	1	0			
1326.B.9	Lk. 11:21			1	0		0			0			0		0	0	0	1	1	T2;R1;A1	Swanson.208	
1326.C.13	Lk. 11:29			1	0		0			0			0		0	0	0	1	1	R1	NA28.233	
1326.C.23	Lk. 11:31			1	0		0			0			0		0	0	0	1	1	O3	NA28.233	
1327.A.17	Lk. 11:36-37		1	0	0		1	4.5	2.5	1	E	5.5	0		0	1	1	1	1	O23/R;R	NA28.234	
1327.B.28	Lk. 11:47			1	0		0			0			0		0	0	0	1	0			
1327.C.26	Lk. 11:54			1	0		0			0			0		0	0	0	1	1	R5;A1	Swanson.221	
1327.C.37	Lk. 12:1-2		1	0	0		1	4.5	2	0			0		0	1	1	1	1	T;R1;R1	NA28.236	
1328.A.11	Lk. 12:4			1	0		0			0			0		0	0	0	1	1	T/R/A8	NA28.236	
1328.B.5	Lk. 12:10-11		0	1	0		1	4	1.5	1	E	2.5	0		0	1	1	1	1	A10	NA28.236	
1328.B.9	Lk. 12:11	1		0	1	L	0			0			0		0	0	0	1	1	R	NA28.237	
1328.C.21	Lk. 12:23			1	0		0			0			0		0	0	0	1	1	R1;MC	Swanson.229	
1328.C.3	Lk. 12:19			1	0		0			0			0		0	0	0	1	1	R1	Swanson.227	
1329.A.17	Lk. 12:31	1		0	1	L	0			0			0		0	0	0	1	1	A1/R	NA28.239	
1329.A.18	Lk. 12:31-32		1	0	0		1	4.5	2.5	0			0		0	0	1	1	0			
1329.B.32	Lk. 12:42			1	0		0			0			0		0	0	0	1	1	R1	Swanson.236	
1329.B.9	Lk. 12:37			1	0		0			0			0		0	0	0	1	1	O4	NA28.239	
1329.C.42	Lk. 12:53	1		0	1	R	0			0			0		0	0	0	1	1	T	NA28.241	
1330.B.2	Lk. 13:1-2		1	0	0		1	3.5	1.5	1	E	4.5	0		0	0	1	1	1	MC	Swanson.243	
1330.B.6	Lk. 12:2			1	0		0			0			0		0	0	0	1	0			
1330.C.11	Lk. 13:11	1		0	1	L	0			0			0		0	0	0	1	1	R;T	Swanson.247	
1331.A.20	Lk. 13:19-20		1	0	0		1	5	3	1	M	5	0		0	1	1	1	1	O3/A4	NA28.243	
1331.B.18	Lk. 13:28			1	0		0			0			0		0	0	0	1	0			
1331.B.24	Lk. 13:29			1	0		0			0			0		0	0	0	1	1	A1;A1	NA28.244	
1332.A.34	Lk. 14:11		1	0	0		1	4.5	2	0			0		0	1	0	1	1	MC	Swanson.260	
1332.B.10	Lk. 14:14	1		0	1	L	0			0			0		0	0	0	1	1	R	NA28.246	
1332.B.11	Lk. 14:14-15		0	1	0		1	5	3	1	M	4	0		0	1	1	1	0			
1332.C.13	Lk. 14:23			1	0		0			0			0		0	0	0	1	0			
1332.C.20	Lk. 14:24	1	0	0	1	L	1	5	3	0			1	11	0	1	0	1	1	A7	NA28.247	evaluated by Payne
1333.A.3	Lk. 14:29			1	0		0			0			0		0	0	0	1	1	R/T4	NA28.248	
1333.C.40	Lk. 15:19-20		1	0	0		1	4	2	0			0		0	0	1	1	0			
1334.A.19	Lk. 15:22			1	0		0			0			0		0	0	0	1	0			
1334.A.29	Lk. 15:24-25		0	1	0		1	4	2	1	M	5	0		0	M	1	1	0			
1334.B.15	Lk. 15:30	1		0	1	L	0			0			0		0	0	0	1	1	MC5/O2/A1;A1	NA28.251	
1334.B.31	Lk. 16:1			1	0		0			0			0		0	0	0	1	0			
1334.C.39	Lk. 16:9-10		1	0	0		1	5	4	1	B	7.5	0		0	1	1	1	1	A1	Swanson.284	
1335.B.14	Lk. 16:21	1		0	1	L	0			0			0		0	0	0	1	1	A4	NA28.253	
1335.B.4	Lk. 16:19			1	0		0			0			0		0	0	0	1	0			
1335.C.18	Lk. 16:28-29		1	0	0		1	4.5	2.5	1	B	2.5	0		0	0	1	1	1	A1	NA28.254	
1335.C.4	Lk. 16:26	1		0	1	R	0			0			0		0	0	0	1	0			
1336.A.15	Lk. 17:6a	1		0	1	L	0			0			0		0	0	0	1	1	A9	NA28.255	
1336.A.22	Lk. 17:7	1		0	1	L	0			0			0		0	0	0	1	1	R1;MC	Swanson.295	
1336.C.17	Lk. 17:25-26		1	0	0		1	4	2	0			0		0	0	1	1	0			
1337.A.18	Lk. 17:35	1		0	1	R	0			0			0		0	0	0	1	1	O1	NA28.258	
1337.B.13	Lk. 18:7			1	0		0			0			0		0	0	0	1	1	A1/MC;MC	Swanson.307	
1337.B.27	Lk. 18:9-10		1	0	0		1	4.5	1	0			0		0	0	1	1	1	O3	NA28.259	
1337.C.10	Lk. 18:14	1		0	1	R	0			0			0		0	0	0	1	1	A1/R/MC;A3	NA28.259	
1337.C.14	Lk. 18:14-15		0	1	0		1	4.5	2	1	M	9	0		0	1	1	1	0			
1338.A.26	Lk. 18:27-28		1	0	0		1	4	1.5	1	E	2	0		0	1	1	1	1	T4	NA28.260	
1338.B.40	Lk. 18:40-41			1	0		0			0			0		0	0	1	1	1	A3	NA28.262	
1338.C.20	Lk. 19:4			1	0		0			0			0		0	0	0	1	1	R1/MC	Swanson.320	
1338.C.25	Lk. 19:5			1	0		0			0			0		0	0	0	1	1	MC	NA28.262	
1338.C.33	Lk. 19:7	1		0	1	L	0			0			0		0	0	0	1	1	T;R	Swanson.321	
1339.A.31	Lk. 19:15-16		1	0	0		1	4	1.5	0			0		0	M	1	1	1	O2	Swanson.324	
1339.A.35	Lk. 19:15			1	0		0			0			0		0	0	0	1	1	R1;A1	NA28.263	
1339.B.30	Lk. 19:24			1	0		0			0			0		0	0	0	1	1	O2	NA28.264	
1339.C.25	Lk. 19:33	1		0	1	R	0			0			0		0	0	0	1	1	O15	Swanson.330	
1339.C.37	Lk. 19:36-37		1	0	0		1	3.4	1.5	0			0		0	M	1	1	1	O3;MC	NA28.265	
1341.A.39	Lk. 20:23			1	0		0			0			0		0	0	0	1	1	R1	NA28.268	
1341.B.11	Lk. 20:26-27		0	1	0		1	4.5	2.5	1	M	8	0		0	1	1	1	1	R2	Swanson.343	
1341.B.19	Lk. 20:28			1	0		0			0			0		0	0	0	1	1	A1/O4;O6/A3	NA28.269	
1341.B.40	Lk. 20:34			1	0		0			0			0		0	0	0	1	1	A3	NA28.269	
1341.B.9	Lk. 20:26			1	0		0			0			0		0	0	0	1	0			
1341.C.17	Lk. 20:38-39		1	0	0		1	4.5	2.5	1	M	5	0		0	1	1	1	1	R	Swanson.346	
1341.C.9	Lk. 20:36-37	1		0	1	R	0			0			0		0	0	1	1	1	T;O1	Swanson.346	
1342.A.19	Lk. 21:3-4			1	0		0			0			0		0	0	1	1	1	R1	NA28.271	
1342.C.2	Lk. 21:17	1		0	1	L	0			0			0		0	0	0	1	1	T6	Swanson.353	
1342.C.22	Lk. 21:22-23		1	0	0		1	4	2.5	1	M	3	0		0	0	1	1	1	R	NA28.273	
1342.C.3	Lk. 21:17-18			1	0		0			0			0		0	0	1	1	1	T6;O4	Swanson.353	
1342.C.31	Lk. 21:24			1	0		0			0			0		0	0	0	1	0			
1342.C.41	Lk. 21:25	1		0	1	L	0			0			0		0	0	0	1	1	O1/A1;R	NA28.273	
1343.A.13	Lk. 21:28			1	0		0			0			0		0	0	0	1	1	R1	NA28.273	
1343.A.42	Lk. 21:35			1	0		0			0			0		0	0	0	1	1	R1;O1	NA28.274	
1343.C.17	Lk. 22:11			1	0		0			0			0		0	0	0	1	0			
1343.C.3	Lk. 22:8		0	1	0		1	5	3	0			0		0	0	1	1	1	T4	Swanson.364	
1343.C.6	Lk. 22:9		1	0	0		1	4	1.5	0			1	3	0	0	0	1	1	O4	NA28.275	
1344.A.37	Lk. 22:25			1	0		0			0			0		0	0	0	1	1	O1;A2;MC	Swanson.369	
1345.A.11	Lk. 22:49-50			1	0		0			0			0		0	0	1	1	1	O1	Swanson.378	
1345.A.15	Lk. 22:50-51		1	0	0		1	4.5	2.5	1	M	5	0		0	0	1	1	1	O14	Swanson.378	
1345.B.42	Lk. 22:66			1	0		0			0			0		0	0	0	1	1	R1	Swanson.383	
1345.C.31	Lk. 23:2		1	0	0		1	4	2	0			0		0	0	0	1	1	R	Swanson.385	
1346.B.12	Lk. 23:15			1	0		0			0			0		0	0	0	1	1	T5/MC	NA28.282	
1346.B.40	Lk. 23:23-24	1		0	1	L	0			0			0		0	1	1	1	1	A6	NA28.282	
1346.B.8	Lk. 23:14			1	0		0			0			0		0	0	0	1	1	R1	NA28.282	
1346.C.31	Lk. 23:30			1	0		0			0			0		0	0	0	1	1	R1	Swanson.395	
1347.A.20	Lk. 23:38		1	0	0		1	5	3	0			0		0	1	0	1	1	T/A1;T/A2	NA28.284	
1347.B.37	Lk. 23:51-52			1	0		0			0			0		0	0	1	1	1	R1/O1	Swanson.404	
1347.C.7	Lk. 23:55			1	0		0			0			0		0	0	0	1	1	R1/O1	NA28.286	
1348.A.12	Lk. 24:9-10		1	0	0		1	3.5	2.5	1	B	3	0		0	0	1	1	1	O2;T3	NA28.287	
1348.A.21	Lk. 24:11-12		0	1	0		1	3.5	2.5	1	M	5	0		0	0	1	1	1	O21	NA28.287	
1348.B.17	Lk. 24:19			1	0		0			0			0		0	0	0	1	0			
1348.B.2	Lk. 24:16-17		0	1	0		1	4.5	3	1	M	5.5	0		0	0	1	1	1	T4;R4	NA28.288	
1348.B.32	Lk. 24:21			1	0		0			0			0		0	0	0	1	1	A1	NA28.288	
1348.C.30	Lk. 24:30			1	0		0			0			0		0	0	0	1	1	O2	NA28.289	
1349.B.10	Lk. 24:45-46		1	0	0		1	4.5	2.5	1	B	4	0		0	0	1	1	0			
1349.B.19	Lk. 24:47	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.291	
1349.C.16	Jn. 1:7			1	0		0			0			0		0	0	0	1	1	R1	Swanson.6	
1349.C.31	Jn. 1:11			1	0		0			0			0		0	0	0	1	0			
1350.A.34	Jn. 1:21			1	0		0			0			0		0	0	0	1	1	T5;O1	NA28.293	
1350.B.10	Jn. 1:26			1	0		0			0			0		0	0	0	1	1	MC	Swanson.10	
1350.C.15	Jn. 1:36			1	0		0			0			0		0	0	0	1	1	A2	Swanson.14	
1350.C.23	Jn. 1:38		1	0	0		1	4	1	1	E	2.5	0		0	0	0	1	1	R	NA28.295	
1351.A.10	Jn. 1:43			1	0		0			0			0		0	0	0	1	0			
1351.A.36	Jn. 1:48			1	0		0			1	M	4	0		0	0	0	1	1	A1	Swanson.18	
1351.A.6	Jn. 1:42	1		0	1	R	0			0			0		0	0	0	1	1	R	NA28.295	
1351.B.33	Jn. 2:6			1	0		0			0			0		0	0	0	1	1	A1	Swanson.20-21	
1351.B.34	Jn. 2:6-7		1	0	0		1	5	2	1	M	3	0		0	0	1	1	1	A1	NA28.297	
1351.C.34	Jn. 2:14-15	1		0	1	R	0			0			0		0	0	1	1	1	A1	NA28.297	
1351.C.7	Jn. 2:9-10			1	0		0			0			0		0	0	1	1	1	O1	Swanson.21	
1352.B.28	Jn. 3:4-5		1	0	0		1	4	2.5	1	M	4	0		0	0	1	1	1	O1	NA28.299	
1352.C.20	Jn. 3:12	1		0	1	L	0			0			0		0	0	0	1	1	MC	Swanson.29	
1352.C.8	Jn. 3:9			1	0		0			0			0		0	0	0	1	0			
1353.A.41	Jn. 3:26			1	0		0			0			0		0	0	0	1	0			
1353.B.32	Jn. 3:32			1	0		0			0			0		0	0	0	1	1	O1	NA28.301	
1353.C.20	Jn. 4:5			1	0		0			0			0		0	0	0	1	1	MC	NA28.301	
1353.C.26	Jn. 4:6-7		1	0	0		1	4	1.5	1	E	3.5	0		0	1	1	1	1	R	NA28.302	
1354.B.37	Jn. 4:27			1	0		0			0			0		0	0	0	1	1	MC	Swanson.43	
1354.B.6	Jn. 4:20-21		1	0	0		1	3	1	1	E	2	0		0	0	1	1	1	T	Swanson.42	
1355.A.10	Jn. 4:40			1	0		0			0			0		0	0	0	1	1	MC	Swanson.46	
1355.B.12	Jn. 4:49-50		1	0	0		1	3	1.5	1	B	5	0		0	0	1	1	1	A1	Swanson. 49	
1355.B.40	Jn. 5:2a	1		0	1	L	0			0			0		0	0	0	1	1	R/MC/A1/O2	NA28.306	
1356.B.24	Jn. 5:25	1		0	1	L	0			0			0		0	0	0	1	1	R	Swanson.60	
1356.C.42	Jn. 5:37			1	0		0			0			0		0	0	0	1	0			
1356.C.9	Jn. 5:30-31		1	0	0		1	3.5	1	1	B	3	0		0	1	1	1	1	A1	NA28.309	
1357.B.23	Jn. 6:7			1	0		0			0			0		0	0	0	1	1	A1/R1;A1	NA28.310	
1357.C.14	Jn. 6:13-14		1	0	0		1	4	2	1	M	1.5	0		0	M	1	1	1	A1;R	Swanson.70	
1357.C.15	Jn. 6:14			1	0		0			0			0		0	0	0	1	1	MC;A2	NA28.311	
1357.C.3	Jn. 6:11b	1		0	1	L	0			0			0		0	0	0	1	1	R	Swanson.69	
1358.B.26	Jn. 6:32			1	0		0			0			0		0	0	0	1	1	A12	Swanson.77	
1358.C.12	Jn. 6:39			1	0		0			0			0		0	0	0	1	1	MC;R2	NA28.314	
1358.C.22	Jn. 6:40-41		1	0	0		1	5	2	1	M	5.5	0		0	1	1	1	1	O28	Swanson.80	
1358.C.32	Jn. 6:42-43	1	1	0	1	L	1	5	3	1	E	3.5	0		0	0	1	1	1	MC	Swanson.81	evaluated by Payne
1358.C.5	Jn. 6:38			1	0		0			0			0		0	0	0	1	1	R1	NA28.313	
1359.C.32	Jn. 6:71		1	0	0		1	4.5	2.5	0			1	5	0	1	0	1	1	A1	NA28.317	
1360.A.11	Jn. 7:5			1	0		0			0			0		0	0	0	1	1	MC	Swanson.91	
1360.B.18	Jn. 7:17-18		0	1	0		1	4	2	0			0		0	0	1	1	1	R1	Swanson.94	
1360.B.38	Jn. 7:22			1	0		0			0			0		0	0	0	1	0			
1360.C.14	Jn. 7:26	1		0	1	L	0			0			0		0	0	0	1	1	O1/R/T	Swanson.97	
1360.C.15	Jn. 7:26			1	0		0			0			0		0	0	0	1	1	T3;A1;R1	Swanson.97	
1360.C.34	Jn. 7:30-31		1	0	0		1	4	3	1	E	4	0		0	1	1	1	1	T	NA28.319	
1361.A.20	Jn. 7:36			1	0		0			0			0		0	0	0	1	1	A1	NA28.320	
1361.A.33	Jn. 7:38			1	0		0			0			0		0	0	0	1	1	MC	Swanson.101	
1361.A.38	Jn. 7:39a	1		0	1	L	0			0			0		0	0	0	1	1	O2/A4	NA28.320	
1361.A.8	Jn. 7:34			1	0		0			0			0		0	0	0	1	1	MC	Swanson.100	
1361.B.1	Jn. 7:40			1	0		0			0			0		0	0	0	1	1	O1	NA28.321	
1361.C.1	Jn. 7:52a	1		0	1	R	0			0			0		0	0	0	1	1	A2	NA28.322	
1361.C.10	Jn. 8:12-13		1	0	0		1	4.5	2.5	1	M	6	0		0	0	1	1	1	O1;MC;T5	Swanson.110	
1362.A.31	Jn. 8:25	1		0	1	L	0			0			0		0	0	0	1	1	A2	NA28.324	
1362.A.8	Jn. 8:21			1	0		0			0			0		0	0	0	1	1	MC	Swanson.112	
1362.B.6	Jn. 8:28			1	0		0			0			0		0	0	0	1	1	T6;A1	Swanson.115	
1362.C.1	Jn. 8:38-39		1	0	0		1	4.5	2.5	1	E	4.5	0		0	M	1	1	1	A2/R/MC2	NA28.325	
1362.C.6	Jn. 8:39	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.325	
1363.A.39	Jn. 8:53-54		1	0	0		1	4.5	3	1	B	8.5	0		0	0	1	1	1	A1	NA28.327	
1363.B.16	Jn. 8:57			1	0		0			0			0		0	0	0	1	1	R1	Swanson.123	
1363.C.15	Jn. 9:8	1		0	1	R	0			0			0		0	0	0	1	1	R/A3	NA28.328	
1363.C.20	Jn. 9:9			1	0		0			0			0		0	0	0	1	1	O3/A2;R1;A2	NA28.328	
1364.A.8	Jn. 9:16			1	0		0			1	B	4.5	0		0	0	0	1	0			
1364.B.15	Jn. 9:23-24		1	0	0		1	5	3.5	1	M	9	0		0	1	1	1	1	R	NA28.330	
1364.B.41	Jn. 9:29			1	0		0			0			0		0	0	0	1	1	A6	NA28.330	
1365.A.18	Jn. 10:2-3			1	0		0			0			0		0	0	1	1	0			
1365.A.29	Jn. 10:4-5			1	0		0			0			0		0	0	1	1	1	T3	NA28.332	
1365.A.37	Jn. 10:6		1	0	0		1	4	2.5	0			0		0	1	0	1	1	R/O1	NA28.332	
1365.B.29	Jn. 10:14	1		0	1	L	0			0			0		0	0	0	1	1	MC/R/MC	NA28.333	
1365.C.39	Jn. 10:26	1		0	1	R	0			0			0		0	0	0	1	1	A4	NA28.334	
1366.A.1	Jn. 10:27			1	0		0			0			0		0	0	0	1	0			
1366.B.33	Jn. 11:3		1	0	0		1	4	2	0			0		0	0	0	1	1	R;A6	Swanson.152	
1366.C.12	Jn. 11:9			1	0		0			0			0		0	0	0	1	1	A1	NA28.336	
1366.C.21	Jn. 11:10		0	1	0		1	4.5	3	0			0		0	1	0	1	1	R1	NA28.336	
1367.A.12	Jn. 11:19	1		0	1	L	0			0			0		0	0	0	1	1	MC/A1	NA28.337	
1367.A.30	Jn. 11:24		1	0	0		1	4	2	0			0		1	0	0	1	0			
1367.A.41	Jn. 11:27			1	0		0			0			0		0	0	0	1	1	A2	Swanson.158	
1368.B.11	Jn. 11:55			1	0		0			0			0		0	0	0	1	1	T3	Swanson.168	
